0.073896634	0.537973022	0.070979638	0.317150706	6	2	22	3.453	1625.725947
0.113105508	0.390173079	0.180302509	0.316418903	11	4	78	5.986842105	8822.229644
0.164815918	0.433980479	0.211767155	0.189436448	14	3	70	8.442982456	11537.11427
0.152172764	0.520921892	0.101004995	0.225900349	8	3	41	2.247807018	6239.083336
0.300099619	0.412536972	0.130631455	0.156731954	8	5	56	1.842105263	16805.57866
0.147753295	0.665045854	0.111642673	0.075558179	11	1	19	2.083333333	2807.312599
0.100368694	0.408129556	0.18018528	0.31131647	11	3	59	5.175438596	5921.752947
0.22044068	0.304056533	0.17953245	0.295970337	8	7	87	3.2368	19178.33917
0.068638316	0.375669244	0.225586568	0.330105872	13	2	48	5.789473684	3294.63917
0.127721666	0.375490642	0.191947845	0.304839847	11	4	77	5.910087719	9834.568288
0.102201454	0.460478437	0.18938814	0.247931969	13	3	70	7.675438596	7154.10181
0.082202197	0.318881949	0.271306821	0.327609033	13	3	72	7.894736842	5918.558164
0.16816668	0.470483651	0.189351039	0.171998629	13	3	65	7.127192982	10930.83422
0.031799977	0.535686039	0.113665717	0.318848267	9	1	17	1.49122807	540.5996147
0.058491549	0.501105665	0.090640327	0.349762459	7	2	26	1.425438596	1520.780272
0.17244165	0.419058569	0.214022635	0.194477146	13	3	65	7.127192982	11208.70722
0.251573158	0.470646219	0.105561044	0.172219579	7	4	42	1.381578947	10566.07265
0.109622716	0.350846922	0.171620242	0.36791012	9	4	64	3.50877193	7015.853811
0.147691116	0.456122714	0.154517933	0.241668237	11	4	75	5.756578947	11076.83374
0.086642284	0.486283054	0.135609254	0.291465408	10	3	55	4.221491228	4765.325646
0.251449585	0.468783012	0.16047569	0.119291713	11	3	49	4.298245614	12321.02967
0.077956021	0.568865687	0.079109411	0.274068882	7	2	26	1.425438596	2026.856536
0.181118992	0.442575811	0.146431409	0.229873788	10	4	66	4.342105263	11953.85344
0.122385604	0.356997722	0.197113943	0.323502731	11	4	77	5.910087719	9423.691472
0.094835085	0.386727511	0.134498593	0.383938811	8	4	58	2.543859649	5500.434908
0.137244519	0.399088994	0.080189516	0.383476971	5	5	43	4.234	5901.51431
0.071747361	0.35432006	0.233587751	0.340344828	12	2	45	4.934210526	3228.631267
0.114941065	0.459668049	0.115297082	0.310093805	8	4	57	2.5	6551.640701
0.120422857	0.440455341	0.129067927	0.310053875	9	4	63	3.453947368	7586.639992
0.137451184	0.389240621	0.145533682	0.327774512	8	5	69	2.269736842	9484.13169
0.271496293	0.467780991	0.101764441	0.158958275	7	4	41	1.348684211	11131.34801
0.257346613	0.439617886	0.14389911	0.159136391	9	4	53	2.905701754	13639.37051
0.129609503	0.405013141	0.179548996	0.285828361	11	4	77	5.910087719	9979.931707
0.153959355	0.375367795	0.268270215	0.202402635	15	3	76	10	11700.91096
0.181878635	0.458019007	0.128877875	0.231224483	9	4	59	3.234649123	10730.83948
0.084561459	0.357029033	0.209417938	0.34899157	11	3	60	5.263157895	5073.687533
0.060325682	0.44185533	0.147281672	0.350537316	10	2	38	3.333333333	2292.375929
0.251841207	0.552093061	0.147115705	0.048950027	12	1	18	2.171052632	4533.141724
0.173565685	0.381703658	0.226937658	0.217792999	13	4	86	8.486842105	14926.6489
0.104695646	0.422624404	0.135533663	0.337146287	9	4	64	3.50877193	6700.521363
0.166962197	0.475055421	0.093638798	0.264343583	7	4	47	1.546052632	7847.223261
0.157195467	0.552843411	0.136207519	0.153753603	11	2	37	3.651315789	5816.232275
0.123216853	0.347315528	0.178967222	0.350500396	9	4	63	3.453947368	7762.661755
0.110060268	0.360164317	0.219705565	0.31006985	12	3	64	6.315789474	7043.857181
0.195794595	0.592829389	0.15302866	0.058347356	14	1	23	3.278508772	4503.275686
0.268398049	0.553788265	0.109970634	0.067843052	9	2	26	1.995614035	6978.349269
0.167918753	0.350021541	0.203449446	0.278610259	11	5	92	6.052631579	15448.52531
0.082070321	0.394639687	0.18386834	0.339421652	11	3	61	5.350877193	5006.289609
0.066688896	0.450214299	0.142271843	0.340824962	10	2	37	3.245614035	2467.489144
0.107090492	0.399342211	0.190898321	0.302668976	11	3	59	5.175438596	6318.339
